epoch,train_loss,val_loss,train_acc,val_acc
Best model test acc and loss at epoch 21:,47.69,1.5386079549789429,,
Last model test acc and loss at epoch 31:,47.69,1.5386079549789429,,
0,2.240551511446635,3.9183454513549805,21.666666666666668,13.0
1,1.999324083328247,2.875370502471924,26.88888888888889,27.0
2,1.962004820505778,2.840844988822937,29.77777777777778,16.0
3,1.787473702430725,1.9781216979026794,31.88888888888889,18.0
4,1.701621127128601,2.115736484527588,37.44444444444444,25.0
5,1.630769435564677,1.9759992957115173,38.333333333333336,27.0
6,1.600485912958781,1.903940498828888,42.111111111111114,34.0
7,1.6505340496699015,2.048218011856079,41.0,33.0
8,1.6410141865412393,2.530057430267334,40.44444444444444,25.0
9,1.5994611740112306,1.959445059299469,39.77777777777778,28.0
10,1.4550907135009765,2.3546512126922607,46.55555555555556,32.0
11,1.394111943244934,1.7976030707359314,52.333333333333336,37.0
12,1.2933007637659708,1.7489939332008362,56.22222222222222,39.0
13,1.2622828880945842,1.7483508586883545,57.44444444444444,40.0
14,1.1698967377344767,1.6905197501182556,57.44444444444444,42.0
15,1.219237228234609,1.6773869395256042,59.0,38.0
16,1.2009242296218872,1.6510263681411743,59.55555555555556,47.0
17,1.1260676662127176,1.7058109045028687,60.666666666666664,40.0
18,1.088170337677002,1.6367548108100891,59.888888888888886,44.0
19,1.1214457194010417,1.651039183139801,62.22222222222222,49.0
20,1.0553149700164794,1.708468496799469,63.111111111111114,43.0
21,1.0537822246551514,1.571848213672638,63.0,48.0
22,1.0035513043403625,1.6566430926322937,62.55555555555556,43.0
23,1.047224191824595,1.6263282895088196,64.11111111111111,46.0
24,1.0267582297325135,1.7413209676742554,63.111111111111114,40.0
25,1.001835318406423,1.6688657402992249,64.66666666666667,49.0
26,0.9432991782824198,1.624168038368225,66.22222222222223,47.0
27,0.9805155436197917,1.587614357471466,68.88888888888889,48.0
28,0.9427668809890747,1.6435667276382446,69.33333333333333,50.0
29,0.9203997373580932,1.6497483253479004,67.44444444444444,43.0
30,0.9435884952545166,1.6279003024101257,68.22222222222223,47.0
31,0.8718639254570008,1.6798539757728577,68.55555555555556,49.0
