epoch,train_loss,val_loss,train_acc,val_acc
Best model test acc and loss at epoch 88:,7.261072261072261,0,,
Last model test acc and loss at epoch 99:,7.261072261072261,0,,
0,5.261773448241384,5.118506481772975,1.0,0.9166666666666666
1,5.081885312732897,4.929106411180999,0.8333333333333334,1.25
2,4.969539454108791,4.843727814523797,0.5833333333333334,1.1666666666666667
3,4.935654564907677,4.850925872200413,0.5,0.9166666666666666
4,4.924727665750604,4.843019109023245,0.8333333333333334,1.25
5,4.883396060843217,4.783774225335372,1.0833333333333333,1.9166666666666667
6,4.8658843918850545,4.838078800000642,1.25,1.25
7,4.862156228015297,4.764923020413048,1.0833333333333333,1.75
8,4.783551266318874,4.733248309085243,1.1666666666666667,2.5
9,4.780457019805908,4.7124833056801245,1.9166666666666667,2.5
10,4.756725662632992,4.661043066727488,2.25,1.9166666666666667
11,4.727781935742027,4.626977117438066,1.6666666666666667,2.0833333333333335
12,4.6890729979464885,4.609860671193976,2.25,2.1666666666666665
13,4.635134056994789,4.535599106236508,2.5,4.583333333333333
14,4.681334733963013,4.591917991638184,3.0,2.4166666666666665
15,4.647200132671156,4.5264182341726205,2.6666666666666665,3.75
16,4.648069419358906,4.552595665580348,3.25,3.5
17,4.615977174357364,4.626262765181692,4.166666666666667,2.9166666666666665
18,4.5933105820103695,4.532841456563849,3.3333333333333335,2.9166666666666665
19,4.5631127859416765,4.529020736092015,3.5,3.5833333333333335
20,4.584372532995124,4.532295628597862,3.5,3.9166666666666665
21,4.612884646967838,4.525451032738936,4.0,4.333333333333333
22,4.583536286103098,4.474424035925614,3.3333333333333335,3.75
23,4.57499202929045,4.5220114808333545,3.3333333333333335,3.5
24,4.56795482886465,4.465803497716,3.25,4.166666666666667
25,4.550538364209626,4.478331465470164,3.8333333333333335,3.4166666666666665
26,4.54542791215997,4.48794382496884,3.5833333333333335,4.416666666666667
27,4.539933556004574,4.481115617250142,4.083333333333333,4.333333333333333
28,4.57428398885225,4.460976952000668,3.75,3.8333333333333335
29,4.583145932147377,4.546662481207597,3.8333333333333335,3.1666666666666665
30,4.576411724090576,4.509341591282895,3.25,3.8333333333333335
31,4.511257799048173,4.460915063556872,4.333333333333333,4.25
32,4.532003465451692,4.4846209726835555,3.5,4.416666666666667
33,4.497992289693732,4.450122532091643,5.166666666666667,4.0
34,4.4609982841893245,4.450889436822188,5.583333333333333,4.833333333333333
35,4.45503800793698,4.4866845482274105,5.416666666666667,4.083333333333333
36,4.45374682075099,4.390152253602681,6.0,5.083333333333333
37,4.522632799650493,4.530958903463263,4.083333333333333,3.4166666666666665
38,4.5289020789297005,4.458143460123162,5.916666666666667,3.5833333333333335
39,4.445936529259932,4.417078218962017,5.25,3.9166666666666665
40,4.489499656777633,4.414091637260036,4.833333333333333,4.416666666666667
41,4.474992124657882,4.404140899055882,5.0,4.333333333333333
42,4.471395003168206,4.383074434180009,5.916666666666667,4.75
43,4.482913556851838,4.35032824466103,4.833333333333333,5.333333333333333
44,4.418601036071777,4.349452043834486,6.5,4.416666666666667
45,4.3790104075482015,4.374867715333638,6.916666666666667,4.75
46,4.401480386131688,4.343312941099468,6.333333333333333,5.666666666666667
47,4.435991048812866,4.3241141218888135,5.5,5.75
48,4.354263443695872,4.330752799385472,7.0,5.5
49,4.4476241312528915,4.364888868833843,6.666666666666667,4.083333333333333
50,4.356387226205123,4.302659812726472,5.75,5.25
51,4.36096727848053,4.32655678297344,7.916666666666667,4.666666666666667
52,4.325169946018018,4.309510456888299,6.75,5.083333333333333
53,4.337106541583412,4.346956027181525,7.666666666666667,4.666666666666667
54,4.302156931475589,4.359096527099609,8.416666666666666,4.916666666666667
55,4.294790732233148,4.405130687512849,8.333333333333334,3.75
56,4.300563435805471,4.2951540445026595,8.0,5.416666666666667
57,4.3038545784197355,4.283893886365388,7.416666666666667,5.166666666666667
58,4.252347256007948,4.311186690079539,9.75,6.0
59,4.309838558498182,4.311520551380358,7.75,6.166666666666667
60,4.2743452536432365,4.238575533816689,8.75,6.333333333333333
61,4.229964068061427,4.265408992767334,9.25,5.333333333333333
62,4.23993286333586,4.273824164741917,9.583333333333334,5.083333333333333
63,4.280545880920009,4.241034608138235,9.916666666666666,6.166666666666667
64,4.27775388014944,4.276126384735107,10.333333333333334,5.916666666666667
65,4.210940379845469,4.238967280638845,10.916666666666666,6.0
66,4.161027619713231,4.214750653819034,10.583333333333334,7.333333333333333
67,4.1301750132912085,4.223965920900044,9.916666666666666,6.416666666666667
68,4.148599141522458,4.228417471835487,12.583333333333334,6.25
69,4.2641128364362215,4.217392381868865,11.166666666666666,5.916666666666667
70,4.201248225412871,4.2164969193307975,11.416666666666666,7.0
71,4.170060427565324,4.244491526955052,11.5,7.0
72,4.084848397656491,4.221593480361135,12.333333333333334,7.083333333333333
73,4.118847589743765,4.212640047073364,12.75,6.666666666666667
74,4.11577518362748,4.207498249254729,11.833333333333334,7.166666666666667
75,4.118567309881511,4.2135211543033,12.916666666666666,6.833333333333333
76,4.1673722706343,4.2202201642488175,10.5,6.416666666666667
77,4.162674132146333,4.196189830177708,11.75,5.75
78,4.012475647424397,4.229195569690905,14.083333333333334,6.083333333333333
79,4.072380505110088,4.216897738607306,13.0,6.333333333333333
80,4.083283756908617,4.211189357857955,12.333333333333334,5.916666666666667
81,3.9779514952709802,4.221437265998439,14.5,6.833333333333333
82,4.079356488428618,4.194923350685521,12.416666666666666,6.666666666666667
83,4.037909357171309,4.223101753937571,15.333333333333334,5.416666666666667
84,4.071557377514086,4.194337669171785,12.666666666666666,6.5
85,4.121665854203074,4.190188771799991,13.083333333333334,7.25
86,4.057924879224677,4.198423887553968,14.083333333333334,7.5
87,4.116384286629526,4.191943846250835,12.833333333333334,7.25
88,4.0632122943275855,4.1812535838076945,13.083333333333334,8.083333333333334
89,3.95380469372398,4.209728015096564,14.75,7.166666666666667
90,3.9949829264691004,4.193889768500077,12.916666666666666,6.583333333333333
91,3.9931907277358207,4.193415277882626,13.666666666666666,6.916666666666667
92,3.9615222592102852,4.200513676593178,13.916666666666666,6.75
93,4.1412576248771265,4.206098932968943,13.166666666666666,6.5
94,3.9671487431777153,4.20639211253116,13.916666666666666,7.25
95,3.930459926002904,4.20761261488262,14.666666666666666,6.75
96,4.0292094004781625,4.184992351030049,14.25,7.5
97,4.10092021917042,4.2123823165893555,14.0,6.916666666666667
98,4.029494737323962,4.1961476551859,14.333333333333334,7.333333333333333
99,4.054814740231163,4.205270189987986,13.166666666666666,6.333333333333333
