epoch,train_loss,val_loss,train_acc,val_acc
Best model test acc and loss at epoch 71:,12.867132867132867,0,,
Last model test acc and loss at epoch 99:,12.867132867132867,0,,
0,5.404705331680622,5.337273522427208,0.5333333333333333,1.0833333333333333
1,5.321947949997922,5.301591396331787,1.2666666666666666,1.75
2,5.212078449573923,4.892289638519287,1.3,1.8333333333333333
3,4.834642603042278,4.766777967151842,1.4333333333333333,1.4166666666666667
4,4.795738717342945,4.762986534520199,1.2333333333333334,1.25
5,4.782687978541597,4.717080241755435,1.6,1.6666666666666667
6,4.771510793807659,4.7798131390621785,1.8,2.0
7,4.778461588189957,4.768863979138826,1.3666666666666667,1.4166666666666667
8,4.769157998105313,4.724185215799432,1.4666666666666666,2.4166666666666665
9,4.730119400836052,4.761585812819631,1.6333333333333333,1.75
10,4.71750245195754,4.70165689367997,1.7333333333333334,1.5
11,4.680848202806838,4.671693425429495,2.433333333333333,1.9166666666666667
12,4.707592883008592,4.673838941674483,1.9,2.0
13,4.6734367837297155,4.627333615955553,2.2,3.0
14,4.688701873129987,4.65659751390156,2.1333333333333333,2.0
15,4.669944519692279,4.587742077676873,1.8333333333333333,2.4166666666666665
16,4.617570745184066,4.599764020819413,2.3666666666666667,3.0
17,4.64738864087044,4.604347655647679,2.7,3.0833333333333335
18,4.59805993830904,4.582818156794498,3.1666666666666665,2.5
19,4.598352097450419,4.549403592159874,2.933333333333333,2.5833333333333335
20,4.594673948085054,4.521816052888569,2.8333333333333335,2.5
21,4.565529995776237,4.574743722614489,3.433333333333333,3.0
22,4.560572127078442,4.5035293478714795,3.4,3.0
23,4.5373289534386165,4.515355687392385,4.1,3.3333333333333335
24,4.543100255600949,4.537757471988075,3.7,2.6666666666666665
25,4.481579324032398,4.46427731764944,4.066666666666666,4.333333333333333
26,4.4904795910449735,4.488618649934468,4.633333333333334,3.5
27,4.472125794025177,4.471001223513954,3.8666666666666667,4.166666666666667
28,4.423825974160052,4.458593870464124,4.733333333333333,3.1666666666666665
29,4.4662665610617776,4.50486915989926,5.133333333333334,3.6666666666666665
30,4.4827450285566615,4.426122464631733,4.666666666666667,4.333333333333333
31,4.412332859445126,4.538534766749332,5.2,2.9166666666666665
32,4.377717992092701,4.360486959156237,5.466666666666667,3.9166666666666665
33,4.372215910160795,4.412644411388197,5.666666666666667,3.5833333333333335
34,4.3849073724543794,4.3294455628646045,5.733333333333333,4.666666666666667
35,4.355552206648157,4.389943198153847,6.133333333333334,4.083333333333333
36,4.273372574055449,4.361498606832404,7.6,5.416666666666667
37,4.291738936241637,4.432731829191509,7.3,4.583333333333333
38,4.2774791514619865,4.262223293906764,8.2,6.333333333333333
39,4.24084042995534,4.253481764542429,7.8,5.416666666666667
40,4.261402302599968,4.233276040930497,8.366666666666667,6.666666666666667
41,4.222441150787029,4.282281172902961,8.133333333333333,4.916666666666667
42,4.137871559630049,4.179723062013325,9.7,7.416666666666667
43,4.101305560862764,4.2512054443359375,10.9,6.333333333333333
44,4.1125602214894394,4.307752860219855,10.533333333333333,6.083333333333333
45,4.061568934866723,4.303114364021702,10.266666666666667,5.75
46,4.0184300656014305,4.158803839432566,11.433333333333334,7.416666666666667
47,4.058169370001935,4.24983256741574,12.2,6.25
48,3.9888503703665226,4.12683966285304,13.4,8.083333333333334
49,4.01333338656324,4.1212983256892155,13.133333333333333,7.25
50,3.9279473943913237,4.139787912368774,14.366666666666667,7.333333333333333
51,3.9636475887704403,4.1559559546018905,14.266666666666667,7.166666666666667
52,3.9126601929360247,4.112205881821482,15.233333333333333,7.75
53,3.778284529422192,4.20825205351177,16.966666666666665,7.583333333333333
54,3.78573639849399,4.1048314571380615,18.633333333333333,8.25
55,3.828558754413686,4.146842467157464,17.3,8.75
56,3.904521110210013,4.0363795882777165,17.0,9.5
57,3.7905311026471726,4.056704332954006,19.1,9.583333333333334
58,3.65745269998591,4.090456887295372,21.133333333333333,10.416666666666666
